account_value,datadate,daily_return,Date
1607421.382940946,20190802,-0.00013961661212769094,2019-08-02
1600300.976595229,20190805,-0.0044297073693827516,2019-08-05
1606068.837604644,20190806,0.003604235136871914,2019-08-06
1604965.8145723531,20190807,-0.0006867844057891759,2019-08-07
1604341.1683328368,20190808,-0.00038919597778641624,2019-08-08
1604341.1683328368,20190809,0.0,2019-08-09
1604341.1683328368,20190812,0.0,2019-08-12
1604341.1683328368,20190813,0.0,2019-08-13
1604341.1683328368,20190814,0.0,2019-08-14
1604341.1683328368,20190815,0.0,2019-08-15
1604341.1683328368,20190816,0.0,2019-08-16
1604341.1683328368,20190819,0.0,2019-08-19
1604341.1683328368,20190820,0.0,2019-08-20
1604341.1683328368,20190821,0.0,2019-08-21
1604341.1683328368,20190822,0.0,2019-08-22
1604341.1683328368,20190823,0.0,2019-08-23
1604341.1683328368,20190826,0.0,2019-08-26
1604341.1683328368,20190827,0.0,2019-08-27
1604341.1683328368,20190828,0.0,2019-08-28
1604341.1683328368,20190829,0.0,2019-08-29
1604341.1683328368,20190830,0.0,2019-08-30
1604341.1683328368,20190903,0.0,2019-09-03
